"game","id","name"
"one_piece","card_385742ee88d71862a52e098e510ab8bfaf254b0b0ff04b908cefe4a8e16bdfb4","Portgas.D.Ace"
"one_piece","card_39cb95b782ca88c6a40cf8685f1687d333742b8bfe753eb99bccbee6fbbba1d0","Fire Fist"
"one_piece","card_3c03f3a72e04860da77264b3d7cb6f58924e6915bae96bbaa42376aa1205423b","Monkey.D.Luffy"
"one_piece","card_3cfdca0db7ba9723a1cb7708a85d687e3eeb77059379f4e2129512ae45dcd4d2","Karasu"
"one_piece","card_3d0738b990e92c952849b541b0638c2f16fa0c6b88b821066a20192df07277b1","Smoker"
"one_piece","card_409d37a1dca3fbe25c3609b040c29c420abc3437b1a2c3d9d2eabdc296e4612d","Gamma Knife"
"one_piece","card_416d761c0a317f3bbbbc1eb2c35891f750bb4ccef8b15490207f9534803dea81","Emet"
"one_piece","card_467f76eb2d4e9db627ac495cd86d24166e96d417d116236de658e5bb20958a4a","Inuarashi"
"one_piece","card_469e616ce1253690af697e11346fd80f0a44bbd4e4de7f423a4d3cf154df21bd","Cavendish"
"one_piece","card_49acab639607570407e7d1135af54ef85c4bbe646469a23d68893529c57630a6","Edward.Newgate"
"one_piece","card_4bbad96bc0e81523dff6054490a8a8ba15ce834a1b6aff527d87e5eb18adcce6","Blueno"
"one_piece","card_4d43ab769fd3a8ce5d33d608841d800afbf2572a2f0430bfbd3b6db2470b4b14","Tashigi"
"one_piece","card_4ee5ea15e8d56353d6f78c744b79c7294cbceadc01d3d1115cb1a793065a8965","Barrier!!"
"one_piece","card_531ca181303ac307860356efa1413a554945c2fd687dbaff4bf29a966e4ac3ac","Trafalgar Law"
"one_piece","card_549f331767ede061b88b26330e8d85ae234ecd8cf2c107ec7863905206f662ca","Makino"
"one_piece","card_54fbfdbc9c2d78e30a6b36cc0e8d36d7c51fcdb02a2f09e2a27f9c44b7ed905e","Squard"
"one_piece","card_593432f8470b4276e7c87ebc0544719ca05597fefd0c95883706ecfee2227f37","Musshuru"
"one_piece","card_5a8d352f8df073054caf2f1dec1faae61ebe7baf92e83d6abdd24a3e423b8b66","Imperial Flame"
"one_piece","card_5ca4ce1654245a09a8a911139909478ac26ca76137e1e0866c8a575cb7c8a35c","Emporio.Ivankov"
"one_piece","card_5e3672c03d625c516cc445318190543d0d79272f20e9199af00bfa5f823c9bd5","Charlotte Brulee"
"one_piece","card_615086af96cc74658c1f12347a1a454297575edd67fc84d3ad407265261c21da","Gecko Moria"
"one_piece","card_63c6b60a6c3c2d59c1a6b0aa2ac322d3a71dfa21e973c94439b9f310aa9f03a3","Koala"
"one_piece","card_64a48e9553a1eb57fdbcfe5fc8d6033d7354ff72b3c55a61df68b1ca806dc9c3","St. Shepherd Ju Peter"
"one_piece","card_65f4ec78040e9a1f7cc2e881d72adccfc68041ade34dd8f9a9bd105f8c6ef1ec","Fullbody"
"one_piece","card_6b95bea343c8ed520e9a81c7004c49a0681debd1898627e3a57e0dac94b68e38","Roronoa Zoro"
"one_piece","card_6e5b07d99c366aac8f4f7b9a53be3a31a94a26e09508c24990d1a2724cf72b59","Jozu"
"one_piece","card_716da06ad845f01dfc69cbe1acbd408620862dab83f48194176cd5eabe2ca03a","Bobby Funk"
"one_piece","card_76b776444af3c5cb740be18af27d28c385ec6636e9c0c31b112f79e230e93af1","Uta"
"one_piece","card_77e3b11be13c1bacff3e1178cd4facd45a686e47dca76211f2398c57b43d41a4","Nefeltari Vivi"
"one_piece","card_788d2a5f34b4c6154294218ecb0772746e76fb9dd1aebb0d3e5bc21b1c85f636","Ice Age"
"one_piece","card_7aa4828fe48e4c357ea2a9f99730671dd28852dc1935dac1e031eb8d354de5ab","Sabo"
"one_piece","card_7f1d3b3f1522a663feb1a07e21cbf3216d8b301ce6586da84b01b67b0faa4561","Shu"
"one_piece","card_8403f341c2a2d70552bcd0f7acc075c9df70b3ec3271fc78e7ec832c2cdb2f5d","Roronoa Zoro"
"one_piece","card_84a29c52f871b9ec793d5bf5b8b27cfde1c3132da2fd7d07e664fcab28635f36","Roronoa Zoro"
"one_piece","card_8656e3276e5b243ee873aad5c94ad2ba33bb5264d6f86cd3c8fb520771b6c3a0","Otama"
"one_piece","card_86bef0a76cc3f1c26910de889fcf6d6397b3ccc65b88d2fa371195c6fc3d5859","King"
"one_piece","card_888e7ff5d952ae68a6ab8f20f9f9e08abbf376e8d88907b94d2e7238b95800b6","Color of Observation Haki"
"one_piece","card_8908176acc46895651eea15b5b8f0bd5b3d63c91211d3bf61d62e062996cac05","Monkey.D.Luffy"
"one_piece","card_892ba55277091f11d8eacf1354951e57f0ab3145099109ac3051aea3e62cc926","Nekomamushi"
"one_piece","card_8b30e552b027c659013d201c936ba34a38fdb59e0b45d0e777a4ba7a994e1baf","X.Drake"
"one_piece","card_8f217f10f89d8cfef58b628c6ae19ebf85b2e9be3a4624e9f414c9e24da07481","Ms. Wednesday"
"one_piece","card_901cd424fd2dac6293fcc01d36d951c3bdedb48108d1746e99511cd7210475a5","Alvida"
"one_piece","card_90b2d0f453e760d16fbed236ec3727fe912b7e0180ef3791e3f01218982c115d","Fossa"
"one_piece","card_90dcbff4834094c9a391ade3d0426da3c981e2b4e99b39272946b7c0bf9f5823","Donquixote Doflamingo"
"one_piece","card_91a6b1f04db0e8564ef5c855be60ced8cd6772ec0a596da9d2d74d1b0fe38974","Silvers Rayleigh"
"one_piece","card_9320410e2930564487202518c0c40147538f55ae3aab4305eb85214694ee0551","Tony Tony.Chopper"
"one_piece","card_970071499abc3346c07aa4acd22a234eb4caedbfd689ac62337929b95d906623","Hack"
"one_piece","card_99bfc5e554cafa5bdb1279047a3c2ea152c8444d9e7f4a2a3e59c2ed69dd9827","Jewelry Bonney"
"one_piece","card_9b483d3143aa0b4e37066da126bfeb3d54007e71caa0892ea97f86405711d880","Silvers Rayleigh"
"one_piece","card_9e41cc039a7b3857c44b7334b0ed74993e6140d29cea97e32c62791eff1f62f4","Gum-Gum Red Roc"
"one_piece","card_a1507425c34f2c482d04a3bfed5d8aa3a4f31e61fea103d3a9ef95404762b91f","Enel"
"one_piece","card_a19901305b59e0c7f75af9a3c39fc0ec24aecb422398e22b79d43e5968ca9176","Ain"
"one_piece","card_a1b49d5d0c7e21c1bce8ea0eac2c355545ffdd66fda17a3beade70a16617b7e5","Nico Robin"
"one_piece","card_b3371989aba14c41d3d2ae3e85add11476afd720b201f784b2fd780038be8eaa","Hibari"
"one_piece","card_b5c394c62064b91a695cd4f0b2ecb731465b440c1e6a61076d385eb71d0acdb9","Kouzuki Hiyori"
"one_piece","card_b8aa6a056bf2fcdbb4867c07ac282923e4c0e185f9c03d25bc7174221e2161ce","All-Hunt Grount"
"one_piece","card_bc882265c3334b5519127044e2919b7e499938c6b276675c34ff093ec672eb35","Sasaki"
"one_piece","card_c12e221a54b8dbd60390b35abf4f0eb09044c3e234f6924923a6f6442fd3b1c8","Pedro"
"one_piece","card_cadfb7eae532aef236852e29c6119f7b9657a2620e0731147510bb4c25dcdeff","Carrot"
"one_piece","card_cef3a9ac85853ab04e1a4ae78f4b58a2568dccaf53ff6cfe0fec7948fc23f26b","Monkey.D.Dragon"
"one_piece","card_d0af0d80935e67d468e956ecd0cf93fe90764a7a5e5d14f74802ce300b3ca832","Shirahoshi"
"one_piece","card_d3c5744f0e2afcfd05f5a511945e01d2b670f330f7aa0cb53dae62356dbc5584","Bartolomeo"
"one_piece","card_d6db7fec9b3908a16d19c75013a762142c6d1c6e6859ff1dfe7dbb12439e1e06","Smoker"
"one_piece","card_d7f16653fffa34290210be939f829f2f4add7a51cfed614c3f38ab5a3841968f","Sanji"
"one_piece","card_d8f038f104704c67a0009a61f7eaef9ecf8fabb011ffc5c9cb32659a78219772","Twenty Doctors"
"one_piece","card_da5898fdfe75a1062062695e37d3ffc63f98f3120da7eb01581963c04163b032","York"
"one_piece","card_da6e8497200bfb38e17071e45c96193ca87206e5738206b140d44243ab5a3108","Koby"
"one_piece","card_dc67eb34ecc93bc4177b81a06a39a46ff0b6004b1c7f81aa2df49a370d545041","Usopp"
"one_piece","card_dfa5208a66dd19c0013edf83b63a3795431c883a3fda4a6788abb9a21643ebe7","Time for the Counterattack"
"one_piece","card_dfae05c393750beecf73e8f44a21b6c9743a39e1c582399b1a672f1a44ae1354","Uta"
"one_piece","card_e52acde489db31482e017e35ef3b8b694111727c63032e3ad2e264f6ce80f6df","Namule"
"one_piece","card_ec0b38df6c073f191eb1524d411b52dbcaea906913c34bbecb3b2200dc516a42","Nekomamushi"
"one_piece","card_ef9e6e43ab8eef8a901c11e1d370d105e728bac291fb8dd37919ac364311beb3","Koala"
"one_piece","card_f03ea04a48ad27ac1e2ad29f879c96f654706c4abab667b92d5215d31ad222a5","Izo"
"one_piece","card_f1288aa8f3ce6f60b495965fbde30f287067636c0ca868f58371148c771c6b19","O-Nami"
"one_piece","card_f43a4bacf30b640296a14ae81cae1c8949f8326eefadfd58983b707f5f80b8f5","Kuromarimo"
"one_piece","card_fb9b13d8b47be980df8c8c9f56a8eae1b07ab17e60c36f4831762491685a3c9a","Shura"
"one_piece","card_fc18e6afe1d9bd97a3b82a277968d4ec800a37ea67033f8134fa0dc878da7ff6","Inuarashi"
"pokemon","card_0063fb530cad7af526fc8118d02ff92a7e8fc69a47c3722e007beaa88b2ec98a","Fisher"
"pokemon","card_00f9301a27a085dbd338903193dd33a7bf309d7ce99ae19f5646d667ff769b97","Relicanth"
"pokemon","card_013c45c35487c90710699da25f7df6a361d956f9f5cdfba7062dba9da1ecf212","Probopass G"
"pokemon","card_03bf92032ead2d4adabd8104f14b701f479963147efd01961bd0f7a4bfdf853b","Mega Latias ex"
"pokemon","card_05db3f91625a56eaa90e1d5ffd097a8409422f0031e15d9b73115905998ec85f","Torchic"
"pokemon","card_068e66770fc273955f0fb0235155dc07025a92f41f8ec521468c2117795e9175","Elekid"
"pokemon","card_0b5c5e0cc6cbe2473523e64780b19eff5951be4e80d6170402ca051679796426","Klefki"
"pokemon","card_0ef9c7ee262d285033ea05776a8c8fa4d001289ea0486fc05c9158de1979488d","Luxray"
"pokemon","card_0fa5f358358951e86fcced1d1a0e40e5b9ec339849d1b88a6800aa8bd61ff1b2","Sandile"
"pokemon","card_151d4e8df6b8cb5c77cbf544fae8a1b8ff9844a78c45ebb0d23688310f0baa0d","Friends in Paldea"
"pokemon","card_18a23eb66ac0331546543edf5d9daa14dfab936b8f652137fa83b73aaa4afe66","Light Dewgong"
"pokemon","card_1b7be39323b84483b3b50a7aca0fc0b969e03c1eaa9f9b12295d26e9a5d80ab3","Dusknoir"
"pokemon","card_1bbbf75a47b0685de5e0eaf7074a1402802fd8e3356465cdc5ab2f19379cdfae","Alolan Sandslash"
"pokemon","card_2061fc4fe6444612fb197996968522c557684e313f47761127194b1c1f63ea42","Galvantula"
"pokemon","card_21e9330233d925c2ee1aa73132cc1055fa99d810a0bef109aeb0e3e8eff21582","Luvdisc"
"pokemon","card_2381765780ab7a0f89e9c3e38f9bf814b3962015167f96f461dbfccafb1e6037","Heatran"
"pokemon","card_2395df38dc4f48b540d67eeea4015454f81d5d2e842773c34eafaa0d474144ef","Entei-EX"
"pokemon","card_2556d906aceaf815c3f0637a079ecccd6e1ca608433062d3c547d59e695de9e4","Mysterious Fossil"
"pokemon","card_313840da402aa7cc274874ec53e8b73e116846de6835823660a09300463849ab","Fan Rotom"
"pokemon","card_3316fb66c306817121929cdb73682ea6701a8acb2c222a1d91f18ea910cab88b","Chatot"
"pokemon","card_331abfa3e3d32bf65f6177e86902ac4c917eda8d2000e97e50b100282d1a3458","Hitmonchan"
"pokemon","card_337476bb0a956a4ddaf83beb9666938952013e8bf6463b68d93ebca76e524602","Galarian Mr. Rime"
"pokemon","card_3570a5372f4fd97580767f82b5d5fe2e6f2b4b5d3307810698b8afc38895ea8c","Swellow"
"pokemon","card_370e51cc9e821125673fe9f99e64393f7b70db7e4a4ec83b3b6d334daae541a5","Delcatty"
"pokemon","card_38d49b80189a1dabb9358d77e298e3f81a0ca4510b6f18562f54c803cf4f4767","Oranguru"
"pokemon","card_39b6bfeb9d7efd626017edb739d63902eee50b55ed90922604a06c2b55b71bd7","Furfrou"
"pokemon","card_3dac2453964d27121bab6a81f212504ea5044820e702130aee04fcf3bc4451d7","Switch"
"pokemon","card_3eaa203c8c2b9050d3ba6baa17cd3554820ddd538edb126c48dbb4b93d14c217","Umbreon ex"
"pokemon","card_402bd38746e6d204d5b9f3dc890637521794e798d90fb7c8fcb0649353d46a7e","Pikachu VMAX"
"pokemon","card_41e4c9f07eaa0279ca76c87fc2fd535b07133d8c569952ab55178cb12ba4cc72","Slugma"
"pokemon","card_46987e90762faaf499572e57b3170eccad9f85c71e6f7a81e1f51401001db511","Hisuian Decidueye V"
"pokemon","card_4a2447ec3091af534c111fffe340c9932e8a03fbfeb7a5238945076056fe6dc0","Rockruff"
"pokemon","card_4c6d7da12641398212c7618d2329cfc22c3f5259486f103db8f3ec697eaceef7","Diglett"
"pokemon","card_4e9f4e9076f350ddf88b75e305787b49183f9e7bd84a6fc4856c971b6923ae7c","Metapod"
"pokemon","card_511c5971e431615258f9ea4c29c1bc797741361c2ad8022a7e7e8d2558cef86f","Pikachu"
"pokemon","card_53b0a311f7676611f259d9ea30aba49b7099fbe10eb5e5b5fb33d2188c1b05de","Keldeo"
"pokemon","card_54fb24c39f2290c65b322e616ce6bdf3e15eb780a368721ece7c64ece95f7568","Moltres & Zapdos & Articuno GX"
"pokemon","card_584cc5ecf09198ece584bf1d408536b2c99231b02c40d2873b91ac617c95099a","Chatot G"
"pokemon","card_5b0c27cba6da32a8b4a19735d4e04d105fe75e104c3447f7c59f0a4f012152fd","Sylveon"
"pokemon","card_5e2928cc29171b422d75d3ed6d7bb5781fd945bee25313def47cc531b839d058","Morty"
"pokemon","card_639a9aa8f89f4d4bf409315eb309286147a48bb670d3f9089ce68fb0bad3e16c","Scizor"
"pokemon","card_658f75611f9f9e9dac2653e6d1b2072b355d038bc5de967122f0e082f42215b5","Gothitelle"
"pokemon","card_65ab37c7a558603cdae8726b070b9a8e620235e7c6f70949d3e59b5d13f5efc0","Mawile"
"pokemon","card_68f65efb990c401926048f3de41d2486745c16b67cea1a89dcd812aced0f5948","Spinarak"
"pokemon","card_6b9a0db09dd751fc2712661dacb2e170c77a75b192937aa54834345476694a0f","Terrakion"
"pokemon","card_74ead3ae57d2880c58340bc31c28991f32c4da43ffc2bd3c255bf44212e15942","Dolliv"
"pokemon","card_767115aacd205bb5e68c23401dfa579d9fe8c79914623c5b3d847feee5bcb3eb","Dark Slowking"
"pokemon","card_790334c3ce37e3937281cdc665a0aec5dcbef8a669be1bc692e38aba318df398","Banette"
"pokemon","card_7b4fd8b0696ff1bf2bd9835cded681faf68184ed8cbcefd6de3353cb210e83b0","Togedemaru"
"pokemon","card_7b8bfc28ad7ba2005dbd5682d5c2df760dc22e46bf972db59990e79445e06e81","Dwebble"
"pokemon","card_7bc5cc04182c6327f8df311cdd5a5451fb720b6e11789bf0047f5e12d04f2abf","Electrike"
"pokemon","card_7f04386d26f581b93481d3379bf7fb351aee820638473d91a714600059f45658","Dusk Mane Necrozma GX"
"pokemon","card_7f4f75c2a732bbab5bd04a921ad5f10fcfa56edc61c817caa36cf4982a26d63b","Espurr"
"pokemon","card_85f4b4ad1e16348e069344a2bbe61007764e3193366da5607ba1819c0ca1d60d","Hop's Zacian ex"
"pokemon","card_8760f24542f16860380990cecaaba0ba1eb91960413399ab6c69248aa14d10c4","Cinccino"
"pokemon","card_876fac68989053d41b8dec628910a548fbcfa7873300b92c7bf7bdbdf306c6d2","Totodile"
"pokemon","card_882635874c7cd2e534fe5ed5cd33440018ed51ce66715c6c1ee1ea0cff227b41","Xerneas"
"pokemon","card_8abe457c58441ff0d9ff1d968cae3f9f9d349ca98eecf4702e8eb43d37f6463d","Budding Expeditioner"
"pokemon","card_8b8e49d127e0dd442e83960a5b20a00f6749e627f3d88dbc4549a65b79a05548","Regieleki VMAX"
"pokemon","card_93f531cda55e83666d90a674eb5f10cbf3a8af636d31d9b32c79cfaa63d88337","Carbink"
"pokemon","card_950fe455c531adf52d08e1027b149526b1666af927b31264ecc9d0b006ce3e06","Scyther"
"pokemon","card_959d4da80be8633a1b653e36c7cf7348ac87bc031442e7275d57da736ac814a6","Haunter"
"pokemon","card_9e88c0110c831bc93688363d1cca254ea7cb6733e2b74e9028a33504f8e44bac","Oinkologne ex"
"pokemon","card_a2eddefd396304e4d1b1da5e8061f75385e56ca3846fedbb9c837474aee15d96","Eevee"
"pokemon","card_a37a16347927e123869c96135af9a83ca9b36becb7969bea12bfe73c0ded7589","Professor Turo's Scenario"
"pokemon","card_a51c24e241a5ed4a047f273fde574097bc57de0cd2da1256cfbcb63d40c7044a","Lickilicky"
"pokemon","card_a8d4f76d4d66143b95e353f5fed186c924afd2632e115a016a9e3b008ae515f1","Yamper"
"pokemon","card_abd695192147362dd853dd91352fa56242aff296660fbb61051fb0ebcca5983e","Balloon Berry"
"pokemon","card_af2bdd45e82a638d78ddd092df46caade67b1223034a57d4ec20109ebc4a2e39","Team Rocket's Watchtower"
"pokemon","card_b09ea4f17368fc8c271c882ffcc83ebc20dcff42b41fccbe2c927b8bbf97f509","Swellow"
"pokemon","card_b2144a010ed34b7110086bd80aeea38c4b08860f8827e208ece6824094c5ee23","Onix"
"pokemon","card_b474bd8f7404c13b9895b256c95bb2d9ce773384828ed481a1b58eece80f4f1e","Cacturne"
"pokemon","card_b484c4cb497e1154cc8b935d2f2f06f8dbc0d885691917d7f3f98767a7189a69","Beedrill"
"pokemon","card_b4f9a509012599c3d071ee0607ff088abdfe777a5782d8d1f8529051af06f67a","Lanturn ex"
"pokemon","card_b7f25ccf5df55082ab7bbceb487d6e01e25b6f4e972d175baf0dab4405998345","Snorlax"
"pokemon","card_b96608c749c2827cfdf6219b18b4ab7242d41b45a1c5609374dafb183554cdd5","Charmander"
"pokemon","card_bca6cda094da4ab955189b525edc7fd969952f566d32ad1dd9ad5f04391b7c83","Cerulean City Gym"
"pokemon","card_bf8d791c2a9d6df43fd6cab5a77ea49ddb7c3a412570a709bf38f097cd55b878","Chi-Yu ex"
"pokemon","card_c21bc7bf3f3b3b2df0f2c18547cb069f4b3fb3b32c8b606fae15d0c646bba320","Gliscor"
"pokemon","card_c4ff16b441d2d9ea7f26cfad0647e9c618b98a5373722faf9fbc6b98acab6afa","Kangaskhan ex"
"pokemon","card_c60e4861ff37e0e56029b5e513e8d6867572c35364c47ff396d09b6a02a608b6","Pikachu"
"pokemon","card_cb8eabff9ecf6805d8e35a7ed7c3dcc5f5d8f7b6742d7299aac4353eb929f768","Lucario"
"pokemon","card_d01aba3db5bcea0dd9839238d86a3e34f7ed23ffbe76c02e117390da6cb8274a","Accompanying Flute"
"pokemon","card_d0cce6783435f82a5cb0a20b6e3f50a5e1813319fdf978730995976dce22c3c8","Black Belt's Training"
"pokemon","card_d2755a529989f1af27751bda3135e1f3190dd1e09fbc23d20dc9a9eff82cafc1","VS Seeker"
"pokemon","card_d43d169770d61225d94487db1baaab873e3697d5724bbbaea39a7c2fd256fc0e","Mismagius"
"pokemon","card_d6363cb7e53d7afef2100ffb1b280d74c8ff5a0a45f516d905429afe3755f749","Eelektross"
"pokemon","card_d872f354fe33d15d11ce35f370e64166a3952e6947d2550c05b16117c60fbcc7","Squawkabilly ex"
"pokemon","card_da7ae64acc3f13ed5f46c2a1624439f62c192cb6a98f543734b220717bd78575","Entei ex"
"pokemon","card_e67b31cedea38462620ed89756304b5d8f77bcd330cc5ec19c150adecde8a1a2","Wigglytuff"
"pokemon","card_e7f24637e737314e631c04554f2bc21b043b272624161af5ee64fb3a884afb33","Ampharos EX"
"pokemon","card_e8e1f912ce3a4988450786014e122798d6b0bd657ee2de6faa8a0614e7df3b93","Golett"
"pokemon","card_e9dac88058fa99d91f2c1a1acf6bb466550108ce4c046f3c4017493b71ccc165","Lombre"
"pokemon","card_f1ef91bad3847ccb31e478466a4fb487965c6a11fbb2a83ac9dda3858b1e5190","Skiploom"
"pokemon","card_f489e74311144d0518a850e4ad9bc0dab5f0c9d7d2d2bf6a98227fcbf877d7f5","Beedrill"
"pokemon","card_f58cdd82bc70dd9d25f3a3ecc158b2c939b1e20b7b5fc77dfecc8b993ec771df","Jellicent"
"pokemon","card_f5f5e2d1da4a8ee604c6930ec757539e7108120b6e3f5dca7aa22a08be73117d","Leon"
"pokemon","card_f9cb94e79a54fc117d1308ec037f147a3ce98e8810b8e821db158a1e4ae07b58","Iron Bundle"
"pokemon","card_fb7d0129c9417895fa09474ca2232bae83ec1fb919fd17982c14e432fcb65029","Vileplume"
"pokemon","card_fbf68035e67876849fdce589696e579edb5e9601d62bffe9d902cee7c9ff33ec","Liepard"
"weiss_schwarz","card_001d242210d35bb9f6711de2db294ec6aefc201a6a12b327739307d5da916533","A Summer's Memories, Latifah & Isuzu"
"weiss_schwarz","card_002a1d9077adde4a8d021efc43ed711bf4e7143b38d438fa5adf11526e4ade12","Slightly Too Sexy Part-Timer, Kurumi"
"weiss_schwarz","card_00e7b4283f186c15ec1514afbca5bbe88d3e693efff0c9d644136ee573fae655","Driven Maiden in Love, Kurumi"
"weiss_schwarz","card_01f6cb3d676cb9bb15be09eeed211b2f7a4e032bf0d78e09b632855a4511fb16","Burning Desire for Revenge, Ouka"
"weiss_schwarz","card_09661fccfa3207e9888d416007ea49dc115fb595ce14bce65109615a533e0305","All-Out Appeal, Akeno"
"weiss_schwarz","card_0ccb10867f7cec906ec6a0da311f04c581f3b68c212db1e557730b5a733fa680","Heartful Racer, Winning Ticket"
"weiss_schwarz","card_11b459f4b553a747ff0c2842d1dcd899fd76fb1276672a7834635eb70d06448d","〈Zodiac〉 of Loneliness, Mukuro"
"weiss_schwarz","card_1301499650adfec4415411cc4edb9d04d65613572cd811f2b66c91ef645c63e6","Jinx Breaker, Satono Diamond"
"weiss_schwarz","card_13393accfc687babeb4fbd41a20ba198868835b5054ab7a1b9ecba13051766e6","Playfighting, Kurumi"
"weiss_schwarz","card_15adb0e1eb78b4af66f5b278391d611b9183ac4670a42e767acd3ee0ae4182bb","Coolheaded Dreamer, Oguri Cap"
"weiss_schwarz","card_169765f273233f1561e634d168232223c4b48ee64128ef3b91329b732ef88622","Coolheaded Dreamer, Oguri Cap"
"weiss_schwarz","card_1855fe877c8b2e61a4dd57ef23bac99959988b816c6f12bc49fb022d03170dab","Sworn Partners, Rias"
"weiss_schwarz","card_2194f77fbd34f640f5be0578d154d0980ed209123f8a76836e3ca2f03d076cec","Arrogant Hothead, Daiwa Scarlet"
"weiss_schwarz","card_242560d2be4c2b54c6e78de8171ec617d132d63aa8662ce408fa455a5cb33670","Straightforward Feelings, Tohka"
"weiss_schwarz","card_24392d85280a087ab66468efe9076458f65269483014a5d658b4c571f0f4ad62","Triumphant Return and Final Battle"
"weiss_schwarz","card_24eee625ad346a652fb0d662a8b011260803d7e11b8f72e472d28a8f139bb1e8","Shine Into the Future"
"weiss_schwarz","card_2715a995009fb5d1046974b2696394ed31f9f528f0269349866add5c68eb408f","Shine Into the Future"
"weiss_schwarz","card_2be37322052defea2901f544294432eb982b720490a8c5b11c6bb5b94f3eb0a6","When One Chapter Ends..."
"weiss_schwarz","card_318724554f33ea91922bd945a447392c240beb4ffa49fd886fa90ec741037070","In Polluted Lands, Nina & Layfon"
"weiss_schwarz","card_3397302881bdb532df9e0c419bb2b33cc9b0e8e5f38453c96dec441815034a71","First Date, Rossweisse"
"weiss_schwarz","card_3674ae25b227dea68bc2c35312561ec1fc9a1bfb6f19619bbf2a7e58e2b0af82","In Polluted Lands, Nina & Layfon"
"weiss_schwarz","card_3b43cf46406eb6c48c789841ba96ab07400c7ecd66ff34ffa2afd802ff0663ab","Playfighting, Kurumi"
"weiss_schwarz","card_3bbef9e9ea3fd48d4f6dadac74b33de6cbe5ff432c3b703b3b0bd479cb469a40","Right Here, From Now On"
"weiss_schwarz","card_3d1648dcf1652ea6d2e5610be76fd54f9e6e5da7dc3a30a0cfafb35c7e853e04","Driven Maiden in Love, Kurumi"
"weiss_schwarz","card_3e8620146d5e1614ffc98f2a1108c8533a56e89c5d64f8edc94d087024f8522f","Reborn Angel, Irina"
"weiss_schwarz","card_3f180d2068160f33ec83c829a4009540aaa0f0601098c78fc81fbf871b750d7c","Hardworking Blossom, Sakura Chiyono O"
"weiss_schwarz","card_40d0d154484e5bc1813ae6a2a95a113a38ffb5acb18f66f9c7d50aacc465086b","〈Nibelcole〉 of Infinity"
"weiss_schwarz","card_43be7cdcec7fdb14e0e4d49a5a6163d602c24cdd901c614ab98c78d492c1cb52","Happy Hoppin' Racer, Tokai Teio"
"weiss_schwarz","card_47504fc09410acbd8d5c678354664ca09a91c846e40174acf5170206cd9952a0","Tenacious Girl, Haru Urara"
"weiss_schwarz","card_4e9fb4cfac1f0a0fc0663aca0e334b991153ec7033eaecfa1626d57ad528ed76","Devil Going Out, Asia"
"weiss_schwarz","card_4ef473b73266b5ec979edf96c0a8eb24747255e8fad0fa4f546a74caeb5cdaf3","Pompous Star, T.M. Opera O"
"weiss_schwarz","card_5171bfc4dd61abf1a492984d8d622663d3c896840522bda7a1356468d93dc7f7","Heartful Racer, Winning Ticket"
"weiss_schwarz","card_54fe825f5adb3dd1a56f4dd05ba26ad4aaae0588c58438e65d91d394767faaf7","Lone Star, Admire Vega"
"weiss_schwarz","card_5b17190a91270a1c2f85238ddbf79b04e1bcb3b3a4abeb12772040602cab8396","All-Out Appeal, Akeno"
"weiss_schwarz","card_5b2fdcbfee065552ed91adb74081eb5c864e038aa3691c01e54520e6f7c8a458","Straightforward Feelings, Tohka"
"weiss_schwarz","card_5c3424476e8d3539db7b2db6d386140933a39b9e6156b7461b83ecad0b5d8ecf","NEXT DREAM"
"weiss_schwarz","card_5ee2cedf543144da2de6d1dd0029d5b8abbef5e159601b2bf42c15b1ec3e4643","Full Speed Class Rep, Sakura Bakushin O"
"weiss_schwarz","card_5f5db85ad5978ccef9ab9e3eb0c7b6429b11ec663f3bd89930115c7da9161c69","〈Nibelcole〉 of Infinity"
"weiss_schwarz","card_60d76eea3d228d870bf915e5ecdf9d59c416d1b3ab7e7e0fac14da84ba17f7dc","Rebuilding Amagi Brilliant Park, Isuzu"
"weiss_schwarz","card_6242bf4bf01e781eb53754a600685b925429fe23ca7818fb3b12ce58b17d41f6","Rebuilding Amagi Brilliant Park, Isuzu"
"weiss_schwarz","card_63ef007375e0738c198362897c8b327bf18a53e74efb4a67213d69bd97de7366","Right Here, From Now On"
"weiss_schwarz","card_6503a6c268a54e69f00ba49c82ee0024edc9ead5d3dbea8ef3d39e47e9e9a0e4","Playfighting, Kurumi"
"weiss_schwarz","card_652eb20b21ea1c7d3c3857538b54e78ad6586adf8f1297c49c1d2e3a3afde816","Mad Scientist, Agnes Tachyon"
"weiss_schwarz","card_659687968d795fb3b29138989a1065c4faf8fd5af32f2ad019f3257d39773378","Love Beyond Servant and Master, Rias"
"weiss_schwarz","card_661bacf1f75a00188559d6081e641cfa98c81900615124c9db3df4dca3caf050","Full Speed Class Rep, Sakura Bakushin O"
"weiss_schwarz","card_68516d6ff1c7914e5e20ffc4701e3082649990f847cb8752c9763a99cfd34432","Devil Going Out, Asia"
"weiss_schwarz","card_6b7ee59acbb5c34e7ec9004c2e05ad6a14ba1aae6f1f279272b79113ec5bec90","Isuzu Changing Clothes"
"weiss_schwarz","card_6e843de1613b05cf590790a9c0951e5479b2475fe16922988d25a2b55a1fb7f8","Tenacious Girl, Haru Urara"
"weiss_schwarz","card_715196002407d06d0d341dd5c3baa3c268765a2052794fe836bc588a394cd9ac","Sworn Partners, Rias"
